week,word,pos,clue
Week 2,headphone,noun,耳機 / 頭戴式耳機 / 耳罩式耳機
Week 2,hit,verb,打 / 撞 / 擊中 / 碰到 / 達到 / 成功 / 打／撞／擊中 / 成功的作品
Week 2,load,noun,"負荷 / 載重 / 裝載量 / 負擔 / 工作量 / 一大堆 / 負荷, 載重, 裝載量 / 負擔, 工作量 / 很多／一大堆"
Week 2,logic,noun,邏輯 / 邏輯學 / 理性思考 / 道理 / 理性思考 / 道理
Week 2,mall,noun,購物中心 / 商場 / 百貨商場 / 林蔭步道 / 行人步道 / 步行大道、散步道、公共步道
Week 2,nickname,noun,綽號 / 外號 / 暱稱
Week 2,none,pronoun,沒有一個 / 都不 / 沒有任何一個 / 全都沒有 / 毫無
Week 2,parental,adjective,父母的 / 家長的 / 親職的
Week 2,permanent,adjective,永久的 / 長久的 / 固定的 / 燙髮 / 燙髮造型
Week 2,player,noun,玩家 / 球員 / 選手 / 演奏者 / 花花公子 / 情場浪子
Week 2,rack,noun,架子 / 架 / 置物架 / 衣架 / 掛衣架 / 行李架 / 烤架 / 拷刑架 / 折磨 / 大量
Week 3,red-handed,adjective,當場抓到 / 現行犯地 / 人贓俱獲地 / 正在做壞事時被抓到
Week 3,rehearsal,noun,排練 / 彩排 / 預演 / 演練 / 表演前的練習 / 排練、彩排 / 正式前的試跑／試行 / 預演、演練
Week 3,self-portrait,noun,自畫像 / 自我肖像 / 自拍像
Week 3,shower,noun,淋浴 / 淋浴間 / 蓮蓬頭 / 陣雨 / 送禮派對 / 寶寶派對 / 新娘送禮派對 / 淋浴 / 淋浴間 / 蓮蓬頭
Week 3,skill,noun,技能 / 技巧 / 本領
Week 3,speaker,noun,說話者 / 講者 / 演講者 / 說某語言的人 / 揚聲器 / 喇叭
Week 3,sport,noun,運動 / 體育活動 / 運動項目 / 好脾氣的人 / 有運動家精神的人
Week 3,stereo,noun,音響 / 立體聲音響 / 立體聲 / mono / 單聲道
Week 3,sticker,noun,貼紙 / 貼紙標籤 / 棘手問題 / 難題
Week 3,style,noun,風格 / 樣式 / 款式 / 方式 / 作風 / 文體 / 風格／樣式／款式 / 方式／作風 / 風格／文體
Week 3,volume,noun,音量 / 音量大小 / 量 / 交易量 / 體積 / 容積 / 冊 / 卷 / 大量
Week 3,winner,noun,獲勝者 / 贏家 / 得勝者 / 成功者 / 成功的東西 / 受歡迎的事物
Week 3,campaign,noun,運動 / 活動 / 競選活動 / 戰役 / 宣傳活動 / 運動 / 活動 / 競選活動
Week 3,disc,noun,圓盤 / 圓片 / 光碟 / 唱片 / 圓盤 / 圓片
Week 3,elect,verb,選舉 / 選出 / 推選 / 選擇 / 選擇 (做…)
Week 3,election,noun,選舉 / 大選 / 改選
Week 3,hood,noun,兜帽 / 帽兜 / 頭巾 / 引擎蓋 / 街區 / 地盤
Week 3,magazine,noun,雜誌 / 期刊 / 彈匣
Week 3,porter,noun,搬運工 / 行李搬運員 / 門房 / 管理員 / 波特啤酒
Week 3,poster,noun,海報 / 招貼 / 發文者 / 貼文者 / 發文者 / 貼文者
Week 3,president,noun,總統 / 董事長 / 總裁 / 會長 / 主席 / 校長 / 董事長／總裁 / 會長／主席
Week 3,punishment,noun,懲罰 / 處罰 / 責罰
Week 3,ticket,noun,票 / 車票 / 門票 / 入場券 / 罰單 / 違規單 / 票 / 車票 / 門票 / 罰單 / 違規單
Week 4,treasurer,noun,財務主管 / 司庫 / 出納
Week 4,vice,noun,惡習 / 陋習 / 虎鉗 / vice president = 副總統 / 副校長 / vice = 惡習
Week 4,win,verb,贏 / 獲勝 / 贏得 / 得到 / 贏 / 獲勝
Week 4,admission,noun,承認 / 招認 / 坦白 / 入場 / 入場費 / 准許進入 / 錄取 / 入學許可
Week 4,advertisement,noun,廣告 / 廣告單 / 廣告影片
Week 4,awesome,adjective,很棒的 / 超棒的 / 很厲害的 / 令人敬畏的 / 令人驚嘆的
Week 4,bail,verb,保釋 / 交保 / 具保 / 開溜 / 落跑 / 退出
Week 4,basically,adverb,基本上 / 簡單來說 / 說穿了
Week 4,buck,noun,雄鹿 / 公鹿 / 公兔 / 一美元 / 塊錢 / 十美元 / 十塊錢
Week 4,candidate,noun,候選人 / 參選人 / 應徵者 / 人選 / 候選人／應徵者
Week 4,cent,noun,分 / 美分 / 分錢 / 百分之一
Week 4,chainsaw,noun,鏈鋸 / 電鋸
Week 4,clog,verb,塞住 / 堵塞 / 阻塞 / 阻礙 / 堵塞／阻塞
Week 4,experience,verb,經歷 / 體驗 / 感受
Week 4,fabrication,noun,製造 / 製作 / 裝配 / 加工 / 捏造 / 虛構 / 編造的謊言
Week 4,fifty,number,五十
Week 4,final,adjective,最後的 / 最終的 / 期末的 / 決定性的
Week 4,flyer,noun,傳單 / 傳閱單 / 宣傳單 / 飛行物 / 飛行員
Week 4,haunt,verb,常去 / 常出沒於 / 縈繞 / 困擾不去 / 鬧鬼 / 常去 / 常出沒於 / 縈繞 / 困擾不去 / 鬧鬼、鬼魂出沒
Week 4,helpful,adjective,有幫助的 / 樂於助人的 / 有用的
Week 4,hockey,noun,曲棍球 / 草地曲棍球 / 冰上曲棍球 / 冰球
Week 4,ketchup,noun,番茄醬 / 蕃茄醬
Week 5,lake,noun,湖 / 湖泊 / 人工湖
Week 5,legitimate,adjective,合法的 / 正當的 / 合理的 / 正統的 / 真正的 / 貨真價實的 / 正當的 / 合理的 / 真正的 / 正牌的
Week 5,louse,noun,蝨子 / 虱子
Week 5,mansion,noun,豪宅 / 大宅邸 / 宅邸
Week 5,mood,noun,心情 / 情緒 / 氣氛 / 氛圍
Week 5,officially,adverb,正式地 / 官方地 / 官方正式地 / 據官方說法 / 獲正式承認地
Week 5,opening,noun,開頭 / 開場 / 開幕 / 開口 / 缺口 / 空缺 / 職缺 / 機會 / 開頭 / 開場 / 開口 / 缺口 / 空缺 / 職缺
Week 5,operation,noun,手術 / 運作 / 操作 / 作戰行動 / 行動 / 營運 / 運作 / 操作 / 行動 / 作戰行動 / 救援行動
Week 5,original,adjective,原本的 / 原來的 / 原版的 / 正本的 / 原創的 / 有創意的
Week 5,political,adjective,政治的 / 政治上（的） / 政壇的
Week 5,refund,verb,退款 / 退費 / 退還款項 / 退款金額 / to refund = 退錢給某人
Week 5,regular,adjective,規律的 / 定期的 / 固定的 / 一般的 / 普通的 / 正常的 / 一般的 / 普通的 / 正常的 / 規律的 / 定期的 / 固定的
Week 5,typo,noun,打字錯誤 / 排字錯誤 / 錯字 / 拼字錯誤
Week 5,candy,noun,糖果 / 糖 / 甜食
Week 5,play-by-play,noun,實況解說 / 逐一解說 / 詳盡敘述 / 逐一解說 / 詳盡敘述
Week 5,punish,verb,處罰 / 懲罰 / 罰 / 處分
Week 5,route,noun,路線 / 路徑 / 航線 / 巴士路線 / 公車路線 / 運送路線 / 傳送途徑
Week 5,score,noun,分數 / 得分 / 比數 / 樂譜 / 總譜 / 二十個
Week 5,shield,noun,盾牌 / 防護罩 / 遮蔽物 / 保護物 / 保護 / 遮擋
Week 5,sponsor,noun,贊助者 / 贊助商 / 資助者 / 發起人 / 提案人
Week 5,sword,noun,劍 / 長劍 / 寶劍
Week 5,twice,adverb,兩次 / 兩遍 / 兩倍
Week 6,athlete,noun,運動員 / 選手 / 田徑選手
Week 6,audition,noun,試鏡 / 試演 / 甄選試演 / 試音
Week 6,block,verb,阻擋 / 擋住 / 堵住 / 封鎖 / 攔住
Week 6,broomstick,noun,掃帚柄 / 掃把柄 / 飛天掃帚
Week 6,budge,verb,挪動 / 移動 / 動一下 / 讓步 / 改變主意 / 讓步 / 改變主意
Week 6,capital,noun,首都 / 首府 / 資本 / 本金 / 大寫字母 / 大寫 / 首都 / 首府 / 資本 / 本金 / 大寫字母 / 大寫
Week 6,cellophane,noun,玻璃紙 / 透明包裝紙
Week 6,cocky,adjective,自大的 / 驕傲自滿的 / 狂妄的 / 臭屁的
Week 6,concentration,noun,專注 / 專心 / 集中 / 濃度
Week 6,daily,adjective,每日的 / 每天的 / 日常的 / 平日的 / 日常生活
Week 6,dedication,noun,奉獻精神 / 投入 / 專心致志 / 獻詞 / 題詞 / 獻給 / 題詞／獻詞
Week 6,equipment,noun,設備 / 器材 / 裝備
Week 6,exercise,verb,運動 / 鍛鍊 / 訓練 / 運用 / 行使 / 運動／鍛鍊 / 運用／行使
Week 6,extinguisher,noun,滅火器
Week 6,fridge,noun,冰箱
Week 6,gain,verb,獲得 / 得到 / 增加 / 增長 / 贏得 / 獲得 / 得到 / 贏得 / 增加 / 增長
Week 6,gym,noun,體育館 / 健身房 / 體育課 / 健身室 / 體育館、健身房、健身室
Week 6,heel,noun,腳跟 / 後腳跟 / 鞋跟 / 高跟 / 卑鄙小人
Week 6,high-tech,adjective,高科技的 / 高技術的 / 先進科技的
Week 6,instruction,noun,指示 / 指令 / 說明 / 操作說明 / 教學 / 授課
Week 6,iron,noun,鐵 / 熨斗 / 鐵製品 / 鐵器
Week 6,junk,noun,垃圾 / 破爛 / 廢物 / 雜物 / 破爛 / 雜物
Week 6,leak,verb,漏出 / 漏水 / 漏油 / 漏氣 / 洩漏 / 外洩 / 洩漏 / 外洩 / 漏水 / 漏油 / 漏氣 / 漏出
Week 7,mat,noun,墊子 / 地墊 / 草蓆 / 桌墊 / 踏墊 / 糾結的一團 / 結成一團的毛髮 / 墊子 / 地墊 / 桌墊 / 踏墊 / 糾結的一團 / 結成一團的毛髮
Week 7,patty,noun,肉餅 / 漢堡排 / 餅
Week 7,pickup,noun,皮卡車 / 小貨車 / 接送 / 載送 / 領取 / 撿起 / 搭訕 / 勾搭 / 好轉 / 皮卡車 / 小貨車 / 接送 / 載送 / 好轉、回升
Week 7,pillowcase,noun,枕頭套 / 枕套
Week 7,powder,noun,粉末 / 粉 / 火藥 / 蜜粉 / 粉餅 / 爽身粉
Week 7,price,noun,價格 / 價錢 / 售價 / 代價 / 犧牲
Week 7,quiz,noun,小考 / 隨堂測驗 / 測驗 / 益智問答 / 問答遊戲
Week 7,refrigerator,noun,冰箱 / 冰櫃
Week 7,regimen,noun,養生法 / 作息規畫 / 療程規畫 / 固定計畫 / 訓練計畫 / 制度、政體 / 政體
Week 7,rep,noun,代表 / 業務代表 / 名聲 / 名譽 / 次數 / 重複次數
Week 7,retire,verb,退休 / 退役 / 就寢 / 退下 / 退出 / 退出、離開、退下 / 去睡覺、就寢
Week 7,salvage,verb,搶救 / 挽救 / 打撈 / 回收可用部分 / 搶回 / 搶救 / 挽救 / 回收可用部分 / 打撈
Week 7,soak,verb,浸泡 / 泡 / 泡濕 / 濕透 / 浸濕
Week 7,spooky,adjective,"陰森的 / 詭異的 / 可怕的 / 毛骨悚然的 / 可怕的, 陰森的"
Week 7,teenager,noun,青少年 / 十幾歲的少年 / 少年人
Week 7,toothbrush,noun,牙刷 / 電動牙刷
Week 7,totally,adverb,完全地 / 完全 / 徹底地 / 超級 / 真的很
Week 7,trick-or-treating,noun,不給糖就搗蛋 / 萬聖節挨家挨戶要糖果 / 萬聖節討糖活動
Week 7,unit,noun,單位 / 一個個體 / 計量單位 / 單元 / 住宅單位 / 戶 / 一戶
Week 7,unite,verb,聯合 / 團結 / 結合 / 團結起來
Week 7,volunteer,noun,志工 / 志願者 / 義工 / 自願 / 主動要求
Week 7,witch,noun,女巫 / 巫婆
Week 8,audience,noun,觀眾 / 聽眾 / 讀者群 / 受眾 / 晉見 / 覲見
Week 8,bar,noun,長條 / 條狀物 / 欄杆 / 橫桿 / 吧台 / 酒吧 / 阻礙 / 禁令 / 門閂 / 栓 / 阻止 / 禁止
Week 8,deflect,verb,使偏轉 / 使偏斜 / 擋開 / 轉移 / 轉移批評 / 使偏轉／擋開 / 轉移（注意、批評、問題）
Week 8,delay,verb,延遲 / 耽擱 / 拖延 / 延期 / 延遲／延期
Week 8,eyeball,noun,眼球 / 眼珠 / 目測 / 打量
Week 8,first-grader,noun,一年級學生 / 小學一年級學生 / 一年級生
Week 8,fright,noun,驚嚇 / 恐懼 / 驚恐
Week 8,hassle,noun,麻煩 / 煩擾 / 困擾 / 麻煩事 / 糾纏 / 找麻煩
Week 8,hind,adjective,後面的 / 後部的 / 後腿的 / 母鹿
Week 8,lens,noun,鏡片 / 鏡頭 / 透鏡 / 隱形眼鏡鏡片 / 視角 / 觀點
Week 8,lyric,noun,歌詞 / 詞 / 抒情詩
Week 8,ok,interjection,好 / 好吧 / 可以 / 沒問題 / 還可以
Week 8,pair,noun,一對 / 一雙 / 一副 / 一組 / 配對
Week 8,performance,noun,表演 / 演出 / 表現 / 性能 / 表演 / 演出
Week 8,piano,noun,鋼琴 / 平台鋼琴 / 直立式鋼琴
Week 8,production,noun,生產 / 製作 / 製片 / 演出 / 作品 / 製作、製片 / 演出、作品
Week 8,role,noun,角色 / 腳色 / 作用 / 職責 / 身分
Week 8,stage,noun,舞台 / 台上 / 階段 / 時期
Week 8,suck,verb,吸 / 吮吸 / 吸走 / 很爛 / 糟透了
Week 8,tin,noun,錫 / 鐵罐 / 罐頭盒 / 罐子 / 鐵罐 / 罐頭盒 / 罐子
Week 8,advice,noun,建議 / 意見 / 忠告
Week 8,charity,noun,慈善 / 慈善事業 / 慈善機構 / 慈善團體 / 慈善機構 / 慈善團體
Week 8,church,noun,教堂 / 教會
Week 9,dollhouse,noun,娃娃屋 / 玩具娃娃屋
Week 9,dream,verb,做夢 / 夢見 / 夢想 / 想像 / 夢
Week 9,emergency,noun,緊急情況 / 緊急事件 / 急難狀況
Week 9,expensive,adjective,昂貴的 / 很貴的 / 高價的
Week 9,healthy,adjective,健康的 / 有益健康的 / 健全的 / 正常的 / 健康的孩子 / 有益健康的早餐
Week 9,motorize,verb,使機動化 / 裝上馬達 / 使汽車化 / 使機械化
Week 9,needy,adjective,貧困的 / 貧苦的 / 需要幫助的 / 匱乏的 / 很黏人的 / 過度依賴他人的
Week 9,wool,noun,羊毛 / 毛料 / 毛線 / 羊毛製品 / 毛料、羊毛布料
Week 9,ball,noun,球 / 球狀物 / 舞會 / 正式舞會 / 舞會 / 正式舞會
Week 9,band,noun,樂團 / 樂隊 / 帶子 / 環帶 / 圈環 / 樂團 / 樂隊 / 帶子 / 環帶
Week 9,big-screen,adjective,大銀幕的 / 電影銀幕的 / 適合大銀幕的
Week 9,bike,noun,腳踏車 / 自行車 / 單車
Week 9,blank,adjective,空白的 / 空的 / 茫然的 / 面無表情的 / 一片空白
Week 9,breeze,noun,微風 / 輕風 / 和風
Week 9,camera,noun,照相機 / 相機 / 攝影機
Week 9,carpet,noun,地毯
Week 9,comic,adjective,滑稽的 / 好笑的 / 喜劇的 / 漫畫的 / 漫畫、連環漫畫 / 喜劇演員
Week 9,computer,noun,電腦 / 電腦設備
Week 9,enthusiastic,adjective,熱情的 / 熱心的 / 充滿熱忱的 / 很有幹勁的
Week 9,football,noun,足球 / 美式足球 / 橄欖球
Week 9,fortune,noun,財富 / 一大筆錢 / 運氣 / 好運 / 命運 / 運勢 / 財富 / 一大筆錢 / 運氣 / 好運 / 命運
Week 9,garage,noun,車庫 / 汽車修理廠 / 修車廠 / 汽車修理廠 / 修車廠
Week 10,grape,noun,葡萄 / 葡萄粒 / 一串葡萄
Week 10,helicopter,noun,直升機
Week 10,improvise,verb,即興發揮 / 臨場發揮 / 臨時想辦法 / 湊合著做 / 就地取材
Week 10,motorcycle,noun,機車 / 摩托車 / 重機
Week 10,newspaper,noun,報紙 / 報刊
Week 10,package,noun,包裹 / 郵包 / 紙包 / 小包 / 套裝 / 方案 / 整套
Week 10,photo,noun,照片 / 相片
Week 10,practical,adjective,實用的 / 務實的 / 實際的 / 實作的 / 實踐性的 / 務實的 / 實際的 / 實作的 / 實踐性的
Week 10,raisin,noun,葡萄乾
Week 10,relative,adjective,相對的 / 比較而言的 / 有關聯的
Week 10,resolution,noun,決心 / 決意 / 決議 / 決議案 / 決心／決意 / 決議／決議案
Week 10,rip,verb,撕裂 / 撕破 / 扯破 / 裂開 / 撕裂、撕破、扯破、裂開
Week 10,spider,noun,蜘蛛
Week 10,system,noun,系統 / 體系 / 制度 / 方法 / 機制 / 系統 / 體系 / 制度 / 方法 / 機制
Week 10,thread,noun,線 / 絲線 / 線頭
Week 10,useless,adjective,沒用的 / 無用的 / 派不上用場的 / 無效的
Week 10,violent,adjective,暴力的 / 凶暴的 / 激烈的 / 猛烈的 / 狂暴的
Week 10,weight,noun,重量 / 體重 / 分量 / 重擔
Week 10,wrapping,noun,包裝紙 / 包裝材料 / 包裹物 / 包裝 / 包裹 / 包裝紙 / 包裝材料 / 包裹物 / 包裝 / 包裹
Week 10,attract,verb,吸引 / 引起 / 招來 / 吸過去
Week 10,bust,verb,打破 / 弄壞 / 搗毀 / 逮捕 / 抓到
Week 10,cash,noun,現金 / 零錢 / 現款 / 付現 / 付現金
Week 11,fee,noun,費用 / 費 / 手續費 / 報名費 / 學費 / 酬金 / 服務費 / 診療費
Week 11,gauze,noun,紗布 / 紗布敷料 / 薄紗布料
Week 11,injury,noun,受傷 / 傷 / 傷害 / 損害 / 受傷、傷、傷害 / 傷害、損害
Week 11,popularity,noun,受歡迎 / 人氣 / 知名度 / 聲望
Week 11,right-handed,adjective,慣用右手的 / 右撇子的 / 他是右撇子 / 右手慣用的
Week 11,solution,noun,解決方法 / 解答 / 答案 / 溶液 / 解決方法 / 解答
Week 11,total,adjective,全部的 / 總共的 / 總計的 / 完全的 / 全部的 / 完全的 / 總共的 / 總計的
Week 11,type,noun,種類 / 類型 / 款式 / 字體 / 鉛字
Week 11,anonymous,adjective,匿名的 / 不具名的 / 身份不明的
Week 11,dignity,noun,尊嚴 / 體面 / 莊嚴
Week 11,disrespect,noun,不尊重 / 無禮 / 無禮行為 / 輕蔑
Week 11,minor,adjective,次要的 / 較小的 / 輕微的 / 未成年的 / 未成年人
Week 11,terrorize,verb,恐嚇 / 使…恐懼 / 威嚇 / 肆虐於
Week 11,accidentally,adverb,不小心地 / 意外地 / 無意中 / 失手地
Week 11,action,noun,行動 / 動作 / 舉動 / 動作場面 / 訴訟 / 行動／舉動
Week 11,actual,adjective,實際的 / 真實的 / 真正的 / 目前的
Week 11,afterward,adverb,後來 / 之後 / 後來又
Week 11,anytime,adverb,任何時候 / 隨時 / 什麼時候都可以
Week 11,apparently,adverb,看起來 / 顯然 / 似乎 / 據說 / 看起來 / 似乎 / 顯然 / 據說 / 聽說
Week 11,assembly,noun,集會 / 朝會 / 大會 / 組裝 / 裝配
Week 11,attack,verb,攻擊 / 襲擊 / 進攻 / 抨擊 / 批評
Week 11,autograph,noun,親筆簽名 / 簽名 / 簽名品 / 簽名照 / 親筆簽名 / 簽名 / 簽名品 / 簽名照 / 簽名本
Week 11,axe,noun,斧頭 / 斧子 / 砍刀斧具
Week 12,bill,noun,帳單 / 賬單 / 法案 / 紙鈔 / 鈔票 / 鳥嘴 / 紙鈔／鈔票
Week 12,blackboard,noun,黑板
Week 12,bog,noun,沼澤 / 泥沼 / 濕地 / 陷住 / 陷入困境 / 拖慢
Week 12,butcher,noun,屠夫 / 肉販 / 賣肉的店員／老闆
Week 12,cartoon,noun,卡通 / 動畫 / 漫畫 / 諷刺漫畫 / 卡通 / 動畫 / 漫畫 / 諷刺漫畫
Week 12,cartoonist,noun,漫畫家 / 卡通畫家 / 政治漫畫家
Week 12,celebrity,noun,名人 / 明星 / 知名人士 / 名望
Week 12,cigarette,noun,香菸 / 紙菸
Week 12,claim,verb,聲稱 / 宣稱 / 主張 / 要求 / 索取 / 認領 / 聲稱、宣稱、主張 / 要求、索取、認領
Week 12,competition,noun,比賽 / 競賽 / 競爭 / 比賽 / 競賽
Week 12,cretin,noun,白痴 / 笨蛋
Week 12,crumb,noun,麵包屑 / 碎屑 / 屑屑 / 一點點 / 一絲 / 一點點、一絲
Week 12,culprit,noun,罪魁禍首 / 肇事者 / 犯人 / 元凶 / 禍首
Week 12,curse,verb,咒罵 / 罵髒話 / 詛咒 / 咒罵 / 罵髒話
Week 12,date,noun,日期 / 日子 / 約會 / 對象 / 棗子 / 海棗
Week 12,dawg,noun,狗
Week 12,decent,adjective,還不錯的 / 還可以的 / 像樣的 / 體面的 / 正派的 / 有禮貌的 / 得體的 / 還不錯的、還可以的、像樣的、體面的 / 正派的、有禮貌的、得體的
Week 12,diaper,noun,尿布 / 紙尿布 / 布尿布
Week 12,edit,verb,編輯 / 修改 / 剪輯 / 校訂
Week 12,effective,adjective,有效的 / 奏效的 / 生效的 / 自…起生效 / 有效的／奏效的 / 生效的／自…起生效
Week 12,elementary,adjective,基本的 / 基礎的 / 簡單的 / 小學的 / 國小的 / 基本的 / 基礎的 / 小學的 / 國小的
Week 12,episode,noun,一集 / 集數中的一集 / 事件 / 插曲 / 發作 / 事件／插曲
Week 13,exhibit,verb,展示 / 展出 / 陳列 / 顯現 / 表現出 / 顯示出
Week 13,fan,noun,粉絲 / 支持者 / 愛好者 / 風扇 / 扇子 / 粉絲、支持者、愛好者 / 風扇、扇子
Week 13,fingertip,noun,指尖 / 指頭尖端
Week 13,forty-five,number,四十五
Week 13,general,adjective,一般的 / 普遍的 / 籠統的 / 大致的 / 一般的 / 普遍的 / 籠統的 / 大致的
Week 13,gloss,noun,光澤 / 光亮 / 註解 / 注釋 / 粉飾 / 掩飾
Week 13,hit-and-run,adjective,肇事逃逸的 / 撞了就跑的
Week 13,hog,noun,豬 / 大豬 / 貪心鬼 / 自私鬼
Week 13,honorable,adjective,可敬的 / 值得尊敬的 / 正直的 / 有操守的
Week 13,independent,adjective,獨立的 / 自主的 / 自立的 / 自立自主的 / 自主的／自立的
Week 13,inform,verb,通知 / 告知 / 告訴 / 知會
Week 13,invent,verb,發明 / 創造 / 捏造 / 編造 / 虛構
Week 13,kindergartner,noun,幼兒園學童 / 幼稚園小朋友 / 幼兒園學生
Week 13,lesson,noun,課 / 課堂 / 功課內容 / 課文內容 / 教訓 / 啟示
Week 13,loudspeaker,noun,擴音器 / 喇叭
Week 13,mama,noun,媽媽 / 媽咪 / 娘
Week 13,maniac,noun,瘋子 / 狂人 / 狂熱分子 / …迷
Week 13,material,noun,材料 / 材質 / 布料 / 資料 / 教材 / 材料／材質 / 資料／教材
Week 13,nap,verb,小睡 / 打盹 / 午睡
Week 13,opportunity,noun,機會 / 良機 / 時機
Week 13,option,noun,選項 / 選擇 / 方案
Week 13,overnight,adverb,在夜間 / 一整夜 / 過夜 / 一夜之間 / 很快地 / 在夜間 / 一整夜 / 過夜
Week 14,paperwork,noun,文書工作 / 文件作業 / 表格和文件
Week 14,patrol,verb,巡邏 / 巡查 / 駐守巡視
Week 14,pinch,verb,捏 / 掐 / 撮 / 取少量
Week 14,pre-algebra,noun,初等代數 / 代數預備課程 / 代數先修
Week 14,privilege,noun,特權 / 特別待遇 / 榮幸
Week 14,promotion,noun,升遷 / 晉升 / 促銷 / 宣傳活動 / 升級 / 升遷／晉升 / 促銷／宣傳活動
Week 14,protection,noun,保護 / 防護 / 保障 / 保險
Week 14,psyched,adjective,很興奮的 / 很期待的 / 有心理準備的 / 打起精神準備好的 / 有心理準備的 / 做好準備的
Week 14,quarter,noun,四分之一 / 四分之一的量 / 25 美分硬幣 / 城區 / 地區 / 一刻鐘
Week 14,reduce,verb,減少 / 降低 / 縮小 / 減輕 / 削減 / 簡化
Week 14,reinstate,verb,恢復 / 使復職 / 恢復原狀 / 恢復資格 / 重新實施
Week 14,relieve,verb,緩解 / 減輕 / 使放心 / 解除 / 接班 / 接替 / 解除…職務
Week 14,session,noun,時段 / 課程 / 一堂課 / 會議 / 會期 / 場次 / 診療時段 / 療程時段 / 會期、會議 / 時段、場次、課程
Week 14,sew,verb,縫 / 縫補 / 縫紉 / 車縫
Week 14,slack,adjective,鬆的 / 鬆弛的 / 懶散的 / 怠惰的 / 蕭條的 / 鬆的 / 鬆弛的 / 懶散的 / 怠惰的
Week 14,slot,noun,狹縫 / 狹槽 / 插槽 / 卡槽 / 時段 / 名額 / 狹縫 / 狹槽 / 插槽 / 時段 / 名額
Week 14,smoke,noun,煙 / 煙霧 / 濃煙 / 抽菸 / 香菸
Week 14,snowball,noun,雪球
Week 14,station,noun,車站 / 火車站 / 公車站 / 捷運站 / 站 / 局 / 警察局 / 派駐 / 駐紮
Week 14,strip,verb,脫去 / 剝掉 / 拆掉 / 除去 / 長條
Week 14,suspend,verb,暫停 / 中止 / 懸掛 / 吊起 / 停學 / 停職 / 吊著 / 懸在空中
Week 14,tough,adjective,堅韌的 / 強壯的 / 硬的 / 困難的 / 艱難的
