week,word,pos,clue
Week 20,all-out,adjective,全力以赴的 / 竭盡全力的 / 全面的 / 總力戰的 / 全力以赴的、竭盡全力的
Week 20,attentive,adjective,專心的 / 專注的 / 留心的 / 體貼周到的
Week 20,battlement,noun,城垛 / 雉堞 / 城牆垛口
Week 20,horseback,noun,馬背上 / 騎馬 / 騎在馬上
Week 21,respectful,adjective,有禮貌的 / 尊重人的 / 恭敬的 / 表示尊敬的
Week 21,stipend,noun,津貼 / 生活津貼 / 補助金 / 薪資補助
Week 21,candelabrum,noun,多枝燭台 / 燭台 / 多叉燭台
Week 21,rainwater,noun,雨水 / 雨水積水 / 雨水收集水
Week 21,clammy,adjective,濕冷黏膩的 / 濕黏的 / 冷汗涔涔的 / 陰冷潮濕的
Week 22,decapitation,noun,斬首 / 砍頭 / 身首異處
Week 22,headstrong,adjective,固執的 / 任性的 / 倔強的 / 不聽勸的
Week 22,automaton,noun,自動機器 / 自動機械裝置 / 機器人 / 機械般的人 / 傀儡般的人 / 自動機器／自動機械裝置
Week 22,castrate,verb,閹割 / 去勢 / 結紮 / 削弱 / 剝奪力量
Week 22,reticent,adjective,沉默寡言的 / 不輕易開口的 / 不願多言的 / 含蓄少言的 / 拘謹的 / 沉默寡言的／含蓄少言的 / 不願多言的／不輕易開口的
Week 23,spook,noun,鬼怪 / 幽靈 / 鬼魂 / 嚇唬 / 驚嚇
Week 23,charisma,noun,魅力 / 個人魅力 / 領袖魅力
Week 23,ensemble,noun,整體 / 整組 / 整套 / 合奏團 / 表演團體 / 套裝 / 整套搭配 / 表演團體、合奏團 / 套裝、整套搭配 / 整體效果
Week 23,frivolous,adjective,輕浮的 / 輕率的 / 無聊的 / 不正經的
Week 23,latent,adjective,潛在的 / 潛伏的 / 隱藏的 / 未顯現的
Week 24,lore,noun,傳說 / 傳說知識 / 民間知識 / 典故 / 背景知識 / 學問
Week 24,outspoken,adjective,直言不諱的 / 敢言的 / 直率的
Week 24,pamper,verb,呵護 / 寵愛 / 嬌慣 / 寵壞
Week 24,periodically,adverb,定期地 / 週期性地 / 不時地 / 每隔一段時間
Week 24,romp,verb,嬉鬧 / 蹦蹦跳跳地玩 / 打鬧玩耍 / 輕鬆取勝 / 輕鬆地完成
Week 25,sentry,noun,哨兵 / 崗哨 / 衛兵
Week 25,stubbornness,noun,固執 / 倔強 / 頑固
Week 25,wrongness,noun,不對勁 / 錯誤 / 不對 / 不當 / 邪惡
Week 25,aloof,adjective,冷淡的 / 疏遠的 / 冷漠的 / 超然的 / 冷淡的、疏遠的、冷漠的 / 超然的、置身事外的
Week 25,betroth,verb,訂婚 / 許配 / 訂下婚約
Week 26,crystalline,adjective,結晶狀的 / 水晶般的 / 清澈透明的 / 極清晰的／清亮的 / 清亮的／清晰的
Week 26,curtsy,noun,屈膝禮 / 行屈膝禮 / 屈膝敬禮
Week 26,demean,verb,貶低 / 羞辱 / 侮辱 / 使失去尊嚴
Week 26,disastrous,adjective,災難性的 / 極其嚴重的 / 造成重大損害的 / 慘敗的／糟透的
Week 26,dominance,noun,支配地位 / 主導地位 / 優勢 / 支配權 / 顯性
Week 27,enlightenment,noun,啟蒙 / 啟發 / 開悟 / 覺悟 / 啟蒙時代
Week 27,entirety,noun,整體 / 全部 / 全體 / 整個
Week 27,infamous,adjective,臭名昭著的 / 惡名昭彰的 / 惡名遠播的 / 臭名昭著的 / 惡名昭彰的
Week 27,ladyship,noun,夫人閣下 / 貴婦人身分 / 夫人身份 / 對貴族女性的尊稱 / 貴族夫人的身分／地位
Week 27,malign,verb,誹謗 / 中傷 / 污衊 / 惡性腫瘤 / 有害的／惡毒的
Week 28,philosophical,adjective,哲學的 / 達觀的 / 看得開的
Week 28,skylight,noun,天窗 / 採光窗 / 天光
Week 28,unavailable,adjective,無法取得的 / 買不到的 / 無法使用的 / 沒空的 / 不在的 / 無法聯絡的 / 無法取得的／無法使用的 / 沒空的／不在的／無法聯絡的
Week 28,uncommon,adjective,罕見的 / 不常見的 / 少見的 / 不尋常的
Week 28,uncultured,adjective,沒受教育的 / 沒文化的 / 沒修養的 / 沒教養的 / 粗俗的
Week 29,undeniable,adjective,不可否認的 / 無可否認的 / 明擺著的
Week 29,ahold,adverb,抓住 / 握住 / 聯絡到 / 找到 / 拿到
Week 29,allegiance,noun,忠誠 / 效忠 / 忠貞
Week 29,enjoyment,noun,樂趣 / 享受 / 愉悅
Week 29,ingratiate,verb,討好 / 巴結 / 逢迎
Week 30,playact,verb,假裝 / 演戲 / 裝模作樣 / 做戲 / 扮演
Week 30,tobacco,noun,菸草 / 煙草
Week 30,insertion,noun,插入 / 增補內容 / 置入 / 插入語
Week 30,reliance,noun,依賴 / 依靠 / 仰賴
Week 30,rhythmic,adjective,有節奏的 / 有韻律的 / 富有節奏感的
Week 31,bracelet,noun,手鍊 / 手環 / 腕鍊
Week 31,closemouthed,adjective,口風很緊的 / 守口如瓶的 / 話很少的 / 不肯透露的
Week 31,exterminate,verb,消滅 / 消滅殆盡 / 撲滅 / 滅絕 / 消滅、消滅殆盡、滅絕
Week 31,junior,adjective,年紀較小的 / 年少的 / 資淺的 / 初級的 / 低年級的 / 小 / 國中
Week 31,taciturn,adjective,沉默寡言的 / 話少的 / 不多話的
Week 32,confrontational,adjective,對抗性的 / 愛對立的 / 咄咄逼人的 / 挑釁的
Week 32,open-minded,adjective,思想開放的 / 心胸開闊的 / 不抱成見的 / 願意接受新想法的
Week 32,overestimate,verb,高估 / 過高估計 / 把…看得太高
Week 32,defensively,adverb,防衛地 / 帶著防備地 / 防禦性地 / 戒備地
Week 32,exodus,noun,大批離去 / 大批出走 / 逃離 / 大逃亡 / 《出埃及記》
Week 33,mercenary,noun,傭兵 / 唯利是圖的人 / 見錢眼開的人 / 財迷心竅的人
Week 33,mysticism,noun,神祕主義 / 神秘思想 / 靈修神祕觀
Week 33,checkpoint,noun,檢查站 / 關卡 / 哨站
Week 33,defensible,adjective,站得住腳的 / 可辯護的 / 可防守的
Week 33,peasant,noun,農民 / 佃農 / 農奴 / 粗俗的人 / 鄉巴佬
Week 34,rashly,adverb,魯莽地 / 草率地 / 輕率地
Week 34,subtlety,noun,微妙 / 細膩 / 微妙之處 / 細微之處 / 巧妙 / 微妙、細膩 / 微妙之處、細微之處
Week 34,superhuman,adjective,超人的 / 非人的強大 / 超乎常人的 / 超人般的 / 超人般的人
Week 34,bleacher,noun,露天看台 / 看台座位 / 階梯看台 / 漂白劑
Week 34,compliant,adjective,順從的 / 聽話的 / 符合規定的 / 合規的 / 柔順的
Week 35,ego,noun,自我 / 自尊心 / 自負 / 自大 / 自負、自大
Week 35,dilute,verb,稀釋 / 沖淡 / 削弱
Week 35,flimsy,adjective,薄而脆弱的 / 不牢靠的 / 劣質的 / 站不住腳的 / 牽強的
Week 35,long-lived,adjective,長壽的 / 持久的 / 歷久不衰的 / 存在已久的
Week 35,tyrant,noun,暴君 / 專制者 / 專橫的人 / 暴虐的人
Week 36,arrogant,adjective,傲慢的 / 自大的 / 高傲的
Week 36,assertion,noun,斷言 / 主張 / 聲稱 / 強硬宣稱 / 主張、聲稱 / 斷言、強硬宣稱
Week 36,bandit,noun,土匪 / 強盜 / 盜匪 / 惡棍 / 土匪／強盜／盜匪
Week 36,dreadfully,adverb,非常 / 很 / 極其 / 可怕地 / 糟糕地
Week 36,eagerness,noun,渴望 / 熱切 / 熱情
Week 37,perturb,verb,使不安 / 使困擾 / 使心煩意亂
Week 37,qualm,noun,不安 / 顧慮 / 疑慮 / 良心不安 / 猶豫
Week 37,subterfuge,noun,藉口 / 詭計 / 掩飾手段
Week 37,whim,noun,一時興起 / 心血來潮 / 奇想 / 突發奇想
Week 37,withdrawal,noun,撤退 / 撤回 / 退出 / 提款 / 提領 / 戒斷症狀 / 退縮 / 提款 / 提領 / 退出 / 撤回
Week 38,cartographer,noun,製圖師 / 地圖學家 / 測繪人員
Week 38,commitment,noun,承諾 / 責任 / 義務 / 投入 / 奉獻 / 承諾／責任／義務 / 投入／奉獻
Week 38,denounce,verb,公開譴責 / 譴責 / 痛斥 / 斥責 / 告發 / 檢舉
Week 38,dexterous,adjective,靈巧的 / 靈活的 / 手巧的 / 熟練的
Week 38,earlobe,noun,耳垂
Week 39,metabolism,noun,新陳代謝 / 代謝作用
Week 39,mystical,adjective,神祕的 / 神秘的 / 玄妙的 / 玄奧難懂的 / 神祕的、玄妙的
Week 39,posterity,noun,後代 / 子孫後代 / 子孫 / 後世 / 後代、後世 / 子孫、子孫後代
Week 39,providence,noun,天意 / 天佑 / 上天的安排 / 神的眷顧 / 遠見 / 深謀遠慮
Week 39,refrain,verb,克制 / 忍住 / 避免 / 節制 / 疊句 / 副歌反覆句
Week 40,thereafter,adverb,此後 / 之後 / 從那以後
Week 40,defunct,adjective,已停業的 / 已不存在的 / 已失效的 / 廢棄的 / 亡故者
Week 40,finalize,verb,敲定 / 定案 / 完成 / 辦妥 / 使具法律效力 / 敲定 / 定案 / 定案 / 使具法律效力
Week 40,liability,noun,責任 / 法律責任 / 賠償責任 / 負債 / 負擔
Week 40,majestic,adjective,雄偉的 / 莊嚴的 / 威嚴的
Week 41,overhang,noun,懸垂物 / 突出部分 / 簷口 / 懸垂／伸出 / 籠罩／威脅著
Week 41,ruckus,noun,吵鬧 / 騷動 / 喧鬧 / 大吵大鬧
Week 41,spurn,verb,唾棄 / 輕蔑地拒絕 / 鄙棄 / 踢開
Week 41,arrogantly,adverb,傲慢地 / 自大地 / 狂妄地
Week 41,backbite,verb,背後說人壞話 / 中傷 / 誹謗 / 搬弄是非
Week 42,el,noun,高架鐵路 / 高架捷運 / L 字母
Week 42,frail-looking,adjective,看起來很虛弱的 / 看起來孱弱的 / 看起來瘦弱的
Week 42,self-effacing,adjective,謙虛低調的 / 不愛出風頭的 / 謙遜的
Week 42,undergarment,noun,內衣 / 內衣褲 / 貼身衣物 / 襯衣 / 汗衫類內衣
Week 42,encompass,verb,包含 / 涵蓋 / 環繞 / 包圍 / 包含、涵蓋 / 環繞、包圍
Week 43,flay,verb,剝皮 / 剝下…的皮 / 痛批 / 嚴厲抨擊 / 狠狠責罵 / 痛批／嚴厲抨擊
Week 43,instigate,verb,煽動 / 慫恿 / 挑起 / 發起 / 煽動 / 挑起 / 發起
Week 43,lucidity,noun,清晰 / 清楚易懂 / 清醒 / 神智清醒 / 清晰 / 清楚易懂 / 清醒 / 神智清醒
Week 43,prestige,noun,聲望 / 威望 / 名望 / 聲譽 / 號召力 / 吸引力
Week 43,recline,verb,向後靠 / 斜躺 / 躺下 / 後仰 / 向後傾斜
Week 44,sequester,verb,隔離 / 隔絕 / 隱居 / 依法扣押 / 沒收 / 隔離 / 隔絕 / 隱居 / 依法扣押 / 沒收
Week 44,smithy,noun,鐵匠 / 鐵匠鋪 / 鐵匠工坊
Week 44,tenement,noun,公寓大樓 / 廉租公寓 / 老舊出租公寓 / 貧民公寓
Week 44,wildfire,noun,野火 / 森林大火 / 山火 / 迅速蔓延 / 像野火般傳開 / 傳得非常快 / 迅速蔓延
Week 44,indirectly,adverb,間接地 / 轉彎抹角地 / 委婉地 / 繞路地 / 間接造成 / 轉彎抹角地 / 委婉地
Week 45,ingest,verb,攝取 / 吞食 / 服用 / 食用 / 吸收 / 匯入
Week 45,archer,noun,弓箭手 / 射箭選手 / 射手
Week 45,exhilarate,verb,使興奮 / 使振奮 / 使雀躍 / 令人心情振奮
Week 45,melee,noun,混戰 / 扭打混戰 / 一片混亂 / 亂哄哄的場面
Week 45,bureaucrat,noun,官僚 / 官員 / 行政官員
Week 46,flat-topped,adjective,頂部平的 / 平頂的 / 頂端平坦的
Week 46,fledgling,noun,雛鳥 / 幼鳥 / 新手 / 初學者 / 新興事物 / 剛起步的… / 雛鳥 / 幼鳥 / 新手 / 初學者 / 新興事物 / 剛起步的…
Week 46,homeland,noun,祖國 / 故鄉 / 家鄉 / 家園 / 故鄉 / 家鄉
Week 46,revulsion,noun,厭惡 / 嫌惡 / 反感 / 作嘔感 / 情感驟變 / 厭惡、嫌惡、作嘔感 / 情感驟變、由喜轉厭
Week 46,arrowhead,noun,箭頭 / 箭鏃 / 箭頭形 / 箭形
Week 47,blaspheme,verb,褻瀆 / 褻瀆神明 / 出言侮辱神聖事物
Week 47,cognitive,adjective,認知的 / 認知能力的
Week 47,deferentially,adverb,恭敬地 / 恭順地 / 畢恭畢敬地
Week 47,theorist,noun,理論家 / 理論學者 / 理論工作者
Week 47,bloodshed,noun,流血 / 流血事件 / 殺戮 / 血腥暴力
Week 48,contingent,adjective,視…而定的 / 取決於…的 / 有條件的
Week 48,cork,noun,軟木塞 / 瓶塞 / 軟木
Week 48,tandem,noun,雙人自行車 / 搭檔 / 協同進行 / 協同進行／搭檔
Week 48,asphyxiation,noun,窒息 / 悶死 / 缺氧窒息
Week 48,bejewel,verb,用珠寶裝飾 / 鑲上珠寶 / 珠光寶氣地裝點
Week 49,insubstantial,adjective,不堅實的 / 脆弱的 / 薄弱的 / 空泛的 / 不真實的 / 無實質內容的
Week 49,intentionally,adverb,故意地 / 有意地 / 刻意地 / 存心
Week 49,limply,adverb,無力地 / 軟弱地 / 軟綿綿地 / 有氣無力地
Week 49,organizational,adjective,組織的 / 組織上的 / 管理上的 / 規劃安排的
Week 49,stained-glass,adjective,彩繪玻璃的 / 彩色玻璃的
Week 50,testament,noun,證明 / 明證 / 表現 / 遺囑 / 《舊約》 / 《新約》
Week 50,tinkle,verb,發出叮噹聲 / 叮噹作響 / 發出清脆聲響 / 小便 / 發出叮噹聲／叮噹作響
Week 50,hasty,adjective,匆忙的 / 草率的 / 倉促的 / 急忙的
Week 50,populace,noun,民眾 / 百姓 / 人民
Week 50,solder,verb,焊接 / 錫焊 / 銲接 / 焊料 / 焊錫
