week,word,pos,clue
Week 15,emotional,adjective,情緒化的 / 情緒激動的 / 感情豐富的 / 感人的 / 動人的 / 情緒化的 / 情緒激動的 / 感情豐富的 / 感人的 / 動人的
Week 16,walker,noun,步行者 / 行人 / 散步的人 / 助行器 / 學步車 / 步行者 / 行人 / 散步的人 / 助行器 / 學步車
Week 16,abusive,adjective,辱罵的 / 惡言相向的 / 虐待的 / 施虐的 / 濫用的 / 辱罵的 / 虐待的
Week 16,calamity,noun,災難 / 大禍 / 浩劫 / 麻煩人物
Week 16,chauvinist,noun,沙文主義者 / 大男人主義者 / 民族沙文主義者
Week 16,dysfunctional,adjective,功能失調的 / 運作不良的 / 失能的 / 失調的 / 運作不良的 / 失能的 / 功能失調的 / 功能失調的 / 失調的
Week 16,flaw,noun,缺點 / 瑕疵 / 缺陷 / 破綻
Week 16,havoc,noun,嚴重破壞 / 大破壞 / 混亂 / 浩劫 / 嚴重破壞 / 大破壞
Week 16,morning-after,adjective,隔天早上的 / 事後隔天早上的 / 宿醉後的 / 事後避孕的 / 緊急避孕的
Week 16,delude,verb,欺騙 / 蒙蔽 / 使誤信 / 迷惑 / 自欺 / 自我蒙蔽
Week 17,reservoir,noun,水庫 / 蓄水池 / 儲水庫 / 儲備 / 大量蘊藏 / 源泉
Week 17,skepticism,noun,懷疑 / 懷疑態度 / 質疑 / 存疑
Week 17,peddle,verb,兜售 / 販賣 / 叫賣 / 散布 / 鼓吹
Week 17,annoyance,noun,惱怒 / 煩惱 / 煩人的事 / 討厭的人或事 / 惱怒／不耐煩
Week 17,baggy,adjective,寬鬆的 / 鬆垮的 / 肥大的 / 浮腫的
Week 17,bower,noun,涼亭 / 樹蔭處 / 樹蔭棚 / 花棚／藤棚 / 錨位
Week 17,dancer,noun,舞者 / 舞蹈家 / 跳舞的人
Week 17,digit,noun,數字 / 位數 / 手指 / 腳趾 / 手指、腳趾
Week 17,irresponsible,adjective,不負責任的 / 不負責的 / 草率的 / 輕率的
Week 17,overall,adjective,整體的 / 全面的 / 總體的 / 全盤的 / 整體的 / 總體的
Week 18,plonk,verb,砰地放下 / 重重放下 / 隨手一放 / 猛敲
Week 18,prickle,verb,刺痛 / 刺刺的 / 發麻 / 惱火 / 不悅起來 / 豎起來
Week 18,scrutinize,verb,仔細檢查 / 細看 / 審視 / 詳查 / 端詳
Week 18,sequined,adjective,有亮片的 / 亮片裝飾的 / 鑲亮片的
Week 18,sidle,verb,側身靠近 / 悄悄挪近 / 偷偷靠近
Week 18,skunk,noun,臭鼬 / 討厭鬼 / 卑鄙小人 / 痛宰 / 把……打得落花流水
Week 18,smoker,noun,吸菸者 / 抽菸的人 / 吸菸車廂
Week 18,tentative,adjective,暫定的 / 不確定的 / 試探性的 / 猶豫的
Week 18,wry,adjective,挖苦的 / 諷刺的 / 苦笑的 / 扭曲的 / 扭曲的 / 歪斜的
Week 19,commuter,noun,通勤者 / 上下班族 / 通勤族 / 區域通勤客機
Week 19,robin,noun,知更鳥 / 羅賓
Week 19,berate,verb,斥責 / 痛罵 / 責罵 / 怒斥
Week 19,glug,verb,咕嚕咕嚕地喝 / 大口灌下 / 發出咕嚕聲流出
Week 19,outright,adverb,完全地 / 徹底地 / 公然地 / 直截了當地 / 當場就
Week 19,seventeenth,number,第十七 / 第十七個 / 十七日
Week 19,sexual,adjective,性的 / 與性有關的 / 兩性的 / 性別上的
Week 19,sixteenth,number,第十六 / 第十六個 / 十六日
Week 19,stitch,noun,針腳 / 一針 / 縫線 / 縫針處 / 抽痛 / 岔氣
Week 19,win-win,adjective,雙贏的 / 互利的 / 皆大歡喜的 / 雙贏局面 / 沒有輸家的局面
Week 20,confirmation,noun,確認 / 證實 / 確認信函／確認信件 / 核實 / 堅振禮
Week 20,poi,noun,波伊芋泥 / 芋泥糊 / 旋轉球 / 甩球道具 / 波伊芋泥 / 芋泥糊 / 旋轉球 / 甩球道具
Week 20,romantically,adverb,浪漫地 / 在感情上 / 談情說愛地 / 理想化地／不切實際地
Week 20,somewhat,adverb,有點 / 稍微 / 有些 / 頗為 / 某種程度上
Week 20,technically,adverb,嚴格來說 / 嚴格說起來 / 從技術層面來看 / 就技術而言
Week 20,undertone,noun,潛在意味 / 弦外之音 / 暗含的情緒 / 低沉的聲音 / 低聲 / 底色／隱約色調
Week 20,wholesome,adjective,有益健康的 / 健康的 / 有益身心的 / 正面的 / 正派的 / 純樸的 / 有益健康的 / 有益身心的 / 正派的 / 正面的 / 純樸的
Week 20,lengthy,adjective,冗長的 / 很長的 / 漫長的 / 長篇的
Week 20,tangible,adjective,有形的 / 可觸摸的 / 實際的 / 明確的 / 具體的 / 有形的 / 可觸摸的 / 明確的 / 具體的 / 實際的
Week 21,website,noun,網站 / 網站頁面
Week 21,academic,adjective,學術的 / 學業的 / 課業上的 / 不切實際的 / 空談的
Week 21,chrome,noun,鉻 / 鍍鉻層 / 鍍鉻飾面 / 鉻飾 / 鍍鉻層 / 鉻飾
Week 21,february,noun,二月
Week 21,planner,noun,行事曆 / 計畫本 / 手帳 / 規劃人員 / 策劃者 / 規劃者
Week 21,scope,noun,範圍 / 幅度 / 發揮空間 / 餘地 / 瞄準鏡 / 觀測鏡
Week 21,crucible,noun,坩堝 / 熔爐 / 嚴峻考驗 / 磨鍊的環境
Week 21,generic,adjective,通用的 / 無品牌的 / 學名的 / 類屬的 / 一般的 / 通用的 / 無品牌的 / 一般的、很普通的
Week 21,haven,noun,避風港 / 庇護所 / 安身之處 / 港口
Week 21,nude,adjective,裸體的 / 赤裸的 / 裸色的 / 膚色的 / 裸色 / 裸體的／赤裸的 / 裸色的／膚色的
Week 22,presumably,adverb,大概 / 可能 / 推測起來 / 照理說
Week 22,prompting,noun,提示 / 提詞 / 提醒 / 引導 / 促使 / 鼓動 / 唆使
Week 22,provider,noun,提供者 / 供應者 / 供應商 / 養家者 / 家中經濟支柱 / 提供者 / 供應者 / 供應商
Week 22,robotic,adjective,機器人般的 / 機械式的 / 呆板的 / 機械化的 / 冷冰冰的 / 呆板的、冷冰冰的、機械式的
Week 22,bolster,verb,增強 / 加強 / 鞏固 / 支持 / 支撐
Week 22,close-up,noun,特寫鏡頭 / 近拍 / 特寫照片 / 仔細檢視 / 近距離觀察 / 仔細檢視 / 近距離觀察
Week 22,full-length,adjective,完整版的 / 全長的 / 未刪節的 / 全身的 / 及地的 / 全身照的 / 完整版的、全長的
Week 22,pout,verb,噘嘴 / 嘟嘴 / 鬧彆扭 / 生悶氣 / 噘著嘴說
Week 22,reviewer,noun,評論者 / 評論家 / 審查者 / 審稿人 / 複習書 / 複習參考書 / 評論者 / 評論家 / 審查者 / 審稿人 / 複習書 / 複習參考書
Week 23,span,verb,跨越 / 橫跨 / 持續 / 涵蓋
Week 23,blip,noun,小亮點 / 訊號點 / 短暫訊號 / 小插曲 / 小問題 / 小波折 / 小亮點 / 訊號點 / 小插曲 / 小問題
Week 23,floppy,adjective,鬆垮的 / 鬆軟的 / 軟趴趴的 / 下垂的 / 軟式磁碟的 / 軟式磁碟
Week 23,grandad,noun,爺爺 / 外公 / 阿公 / 祖父
Week 23,grandson,noun,孫子 / 外孫 / 孫兒
Week 23,kettle,noun,水壺 / 茶壺 / 熱水壺 / 燒水壺
Week 23,parka,noun,派克大衣 / 連帽防寒外套 / 防寒大衣
Week 23,wildly,adverb,瘋狂地 / 失控地 / 猛烈地 / 胡亂地 / 極度地 / 失控地 / 胡亂地 / 極度地 / 非常地
Week 23,collude,verb,串通 / 勾結
Week 23,triangle,noun,三角形 / 三角鐵
Week 24,excess,noun,過多 / 過量 / 超額 / 剩餘量 / 奢侈無度 / 過多 / 過量 / 超額 / 剩餘
Week 24,forty-one,number,四十一
Week 24,mainstream,noun,主流 / 主流社會 / 主流趨勢 / 主流的 / 主流派的
Week 24,partygoer,noun,參加派對的人 / 赴會者 / 跑趴的人 / 愛跑派對的人
Week 24,unnamed,adjective,未命名的 / 未具名的 / 匿名的 / 無名的
Week 24,widely,adverb,廣泛地 / 普遍地 / 到處 / 大幅地
Week 24,backlight,verb,從背後照亮 / 從後方打光 / 背光照射 / 背光 / 背光效果
Week 24,controller,noun,控制器 / 控制者 / 主管 / 主計長 / 財務主管
Week 24,dark-green,adjective,深綠色的 / 墨綠色的
Week 25,download,verb,下載 / 下載到…… / 傳輸下載 / 接收資料 / 下載 / 傳輸下載
Week 25,fuzzy,adjective,毛茸茸的 / 毛絨絨的 / 模糊的 / 朦朧的 / 含糊的 / 毛茸茸的／毛絨絨的 / 模糊的／朦朧的／含糊的
Week 25,grassy,adjective,長滿草的 / 草地的 / 有草的
Week 25,halo,noun,光環 / 光圈 / 聖潔光環
Week 25,hazard,noun,危險 / 危害 / 危險因素 / 隱患 / 障礙區
Week 25,headboard,noun,床頭板 / 床頭靠板
Week 25,misremember,verb,記錯 / 記憶有誤 / 記成別的
Week 25,snoop,verb,偷窺 / 偷看 / 偷翻 / 打探 / 探聽 / 窺探 / 愛管閒事的人 / 愛打探別人隱私的人
Week 25,stopwatch,noun,碼錶 / 秒錶
Week 26,traipse,verb,拖著腳步走 / 疲憊地走 / 無精打采地走 / 跋涉
Week 26,trill,verb,發出顫音 / 顫聲唱出 / 啁啾叫 / 發出清脆顫聲 / 顫音
Week 26,upload,verb,上傳 / 上載
Week 26,splay,verb,張開 / 攤開 / 向外岔開 / 叉開
Week 26,credibility,noun,可信度 / 公信力 / 可信性
Week 26,diagram,noun,圖表 / 示意圖 / 圖解 / 結構圖 / 線路圖
Week 26,feasible,adjective,可行的 / 行得通的 / 辦得到的 / 切實可行的
Week 26,minimize,verb,將……降到最低 / 減少 / 盡量減少 / 淡化 / 淡化、輕描淡寫 / 減少、降到最低
Week 26,neat,adjective,整潔的 / 整齊的 / 俐落的 / 很棒的 / 真酷
Week 26,sleepless,adjective,失眠的 / 睡不著的 / 無眠的 / 不眠的
Week 27,textbook,noun,課本 / 教科書 / 典型例子 / 標準範例 / 典型的、教科書式的
Week 27,blurry,adjective,模糊的 / 朦朧的 / 失焦的
Week 27,definitive,adjective,權威性的 / 最完整的 / 決定性的 / 明確的 / 最終的 / 最終而明確的 / 權威性的／最完整的
Week 27,pregnant,adjective,懷孕的 / 有身孕的 / 意味深長的 / 充滿含義的 / 懷孕的／有身孕的 / 充滿可能性、含義很多的
Week 27,questionnaire,noun,問卷 / 調查問卷
Week 27,doormat,noun,門墊 / 受氣包 / 任人欺負的人
Week 27,invincible,adjective,無敵的 / 不可戰勝的 / 堅不可摧的
Week 27,lunchtime,noun,午餐時間 / 中午吃飯時間 / 午休時間
Week 27,replaceable,adjective,可替代的 / 可取代的 / 可更換的
Week 28,unplug,verb,拔掉插頭 / 拔掉電源 / 中斷連接 / 抽離 / 暫時脫離
Week 28,condolence,noun,慰問 / 哀悼之意 / 弔唁 / 節哀
Week 28,curdle,verb,凝結變酸 / 結塊 / 變酸 / 變質 / 變得令人不快 / 變得陰沉 / 變得可怕
Week 28,irrelevant,adjective,不相關的 / 無關的 / 離題的 / 不相干的
Week 28,bonus,noun,獎金 / 紅利 / 額外好處 / 額外贈品
Week 28,clack,verb,喀噠作響 / 發出喀噠聲 / 啪嗒啪嗒響
Week 28,expire,verb,到期 / 失效 / 期滿 / 死亡 / 過世 / 死亡、過世
Week 28,onwards,adverb,向前地 / 繼續向前 / 從此以後 / 從……起 / 從……開始一直
Week 28,restart,verb,重新開始 / 重新啟動 / 再啟動 / 重啟 / 重新啟動／重啟
Week 28,enable,verb,使能夠 / 使可以 / 促成 / 讓……得以…… / 啟用 / 開啟
Week 29,pane,noun,窗玻璃 / 玻璃片 / 窗格 / 板塊 / 分格 / 面板區塊
Week 29,avatar,noun,頭像 / 虛擬角色 / 虛擬替身 / 化身 / 頭像、虛擬角色、虛擬替身
Week 29,colander,noun,濾盆 / 瀝水籃 / 漏盆
Week 29,doc,noun,醫生 / 醫師
Week 29,highlight,verb,強調 / 凸顯 / 突顯 / 劃重點 / 用螢光筆標示 / the best or most exciting part / 精彩部分、亮點
Week 29,satellite,noun,衛星 / 人造衛星 / 天然衛星 / 附屬物 / 衛星城 / 附庸 / 衛星／人造衛星／天然衛星 / 附庸國
Week 29,springy,adjective,有彈性的 / 有彈力的 / 有活力的 / 輕快有勁的
Week 29,carnival,noun,嘉年華 / 狂歡節 / 園遊會 / 狂歡會 / 嘉年華 / 狂歡節 / 園遊會 / 狂歡會 / 狂歡場面
Week 29,charger,noun,充電器 / 充電線 / 充電座 / 戰馬 / 衝鋒馬 / 大盤
Week 30,fluent,adjective,流利的 / 流暢的 / 嫻熟的 / 流暢 / 她的字跡很流暢。
Week 30,concuss,verb,使腦震盪 / 把……撞到腦震盪
Week 30,imprisonment,noun,監禁 / 坐牢 / 入獄 / 監禁刑
Week 30,insulate,verb,隔熱 / 隔冷 / 保溫 / 絕緣 / 隔音 / 使隔絕 / 保護…免受…影響 / 隔熱 / 保溫 / 使隔絕 / 保護…免受…影響
Week 30,loft,noun,閣樓 / 樓廳 / 夾層 / 閣樓公寓 / 樓廳 / 夾層
Week 30,operator,noun,操作員 / 接線生 / 接線員 / 經營者 / 業者 / 運算子 / 操作員 / 接線員 / 經營者
Week 30,redbrick,adjective,紅磚的 / 紅磚建造的 / 紅磚大學
Week 30,reinforce,verb,加強 / 加固 / 強化 / 鞏固 / 進一步支持
Week 30,vindicate,verb,證明…正確 / 證明…有理 / 證明無罪 / 洗清冤屈 / 平反
Week 30,estimate,verb,估計 / 估算 / 估價 / 評估 / 估計 / 估算 / 估價 / 評估
Week 31,congeal,verb,凝結 / 凝固 / 變稠 / 固定下來 / 成形
Week 31,disability,noun,身心障礙 / 障礙 / 殘障 / 失能 / 無法做…的狀態 / 限制、失能、無法…的狀態
Week 31,documentary,noun,紀錄片 / 紀實影片 / 證明文件 / 書面證據
Week 31,garble,verb,弄亂；搞亂 / 歪曲 / 含糊不清地說 / 傳得失真
Week 31,septic,adjective,感染的 / 敗血性的 / 化糞的 / 化糞池的 / 感染的 / 敗血性的 / 化糞的 / 化糞池的
Week 31,stutter,verb,口吃 / 結巴 / 結結巴巴地說
Week 31,sycamore,noun,懸鈴木 / 梧桐類樹木 / 楓樹的一種
Week 31,theirs,pronoun,他們的 / 她們的 / 它們的
Week 31,tissue,noun,面紙 / 衛生紙 / 紙巾 / 組織 / 紙類用品 / 身體組織
Week 32,trauma,noun,創傷 / 重創 / 心理創傷 / 心靈創傷 / 外傷 / 創傷、外傷、重創 / 心理創傷、心靈創傷
Week 32,belittle,verb,貶低 / 輕視 / 小看
Week 32,criminally,adverb,犯罪地 / 非法地 / 犯法地 / 嚴重地 / 離譜地 / 極其惡劣地 / 糟糕地
Week 32,criticize,verb,批評 / 指責 / 評論
Week 32,facilitate,verb,促進 / 促成 / 使便利 / 協助 / 使更容易 / 促進、使便利、使更容易 / 促成、協助
Week 32,first-degree,adjective,第一級的 / 一級的 / 最嚴重的 / 直系的 / 一等親的 / 第一級的 / 一級的 / 最嚴重的 / 直系的 / 一等親的
Week 32,guideline,noun,準則 / 指引 / 規範 / 引導線 / 基準線
Week 32,handcuff,verb,上手銬 / 給……戴上手銬 / 束縛 / 限制
