week,word,pos,clue
Week 5,imitation,noun,模仿 / 仿製品 / 仿冒品 / 贗品
Week 5,indeterminacy,noun,不確定性 / 未定性 / 不明確性 / 未決狀態
Week 5,invulnerable,adjective,不會受傷害的 / 刀槍不入的 / 無懈可擊的 / 堅不可摧的 / 不會受傷害的 / 刀槍不入的 / 無懈可擊的 / 堅不可摧的
Week 5,mainly,adverb,主要是 / 大多是 / 主要地 / 基本上是
Week 5,mania,noun,狂熱 / 熱潮 / 狂潮 / 躁狂症 / 躁狂發作 / 躁症
Week 5,meditation,noun,冥想 / 靜坐 / 沉思
Week 6,mythical,adjective,神話中的 / 傳說中的 / 虛構的 / 如神話般的
Week 6,niche,noun,利基市場 / 利基 / 適合的位置 / 專門定位 / 壁龕 / 利基／適合的位置
Week 6,nitwit,noun,笨蛋 / 傻瓜 / 呆子
Week 6,organizer,noun,組織者 / 主辦者 / 籌辦人 / 召集人 / 收納盒 / 整理盒 / 收納用品 / 組織者、主辦者、籌辦人、召集人 / 收納盒、整理盒
Week 6,practitioner,noun,從業人員 / 執業者 / 實務工作者 / 開業醫師 / 醫師
Week 6,precognition,noun,預知 / 預知能力 / 先知能力 / 預感
Week 6,predisposition,noun,傾向 / 天性傾向 / 體質 / 易感性 / 易患傾向 / 傾向／天性傾向 / 體質／易感性／易患傾向
Week 6,propensity,noun,傾向 / 習性 / 癖性
Week 6,prosperous,adjective,繁榮的 / 興旺的 / 富裕的
Week 6,pseudoscience,noun,偽科學 / 假科學
Week 6,psychoanalysis,noun,精神分析 / 心理分析
Week 6,purport,verb,聲稱 / 宣稱 / 意在 / 旨在表明 / 聲稱、宣稱 / 意在、旨在表明
Week 7,rampant,adjective,猖獗的 / 泛濫的 / 橫行的 / 直立的 / 後腿站立的
Week 7,reliance,noun,依賴 / 依靠 / 仰賴
Week 7,repository,noun,儲存庫 / 資料庫 / 典藏庫 / 倉庫 / 知識庫
Week 7,rhetorical,adjective,修辭的 / 修辭上的 / 反問的 / 為了加強語氣的 / 誇飾的 / 反問句 / 反問的問題
Week 7,rhino,noun,犀牛 / 錢
Week 7,scientifically,adverb,科學地 / 以科學方法 / 從科學角度
Week 7,skyscraper,noun,摩天大樓 / 高樓大廈
Week 7,soothsayer,noun,預言家 / 占卜師 / 先知 / 算命師
Week 7,speculative,adjective,推測的 / 推測性的 / 臆測的 / 投機性的 / 投機的 / 猜測性的、未證實的 / 投機性的、高風險求利的
Week 7,spirituality,noun,靈性 / 心靈層面 / 宗教精神 / 內在精神 / 宗教靈性 / 內在精神、心靈追求、生命意義
Week 7,subvert,verb,顛覆 / 破壞 / 暗中破壞 / 瓦解
Week 7,thrive,verb,茁壯成長 / 茁壯 / 興旺 / 蓬勃發展 / 繁盛
Week 8,transplant,verb,移植 / 移栽 / 移植器官 / 移居 / 遷移到新地方
Week 8,trend,noun,趨勢 / 潮流 / 風潮
Week 8,unrequited,adjective,單戀的 / 得不到回報的 / 單方面的 / 未獲回應的
Week 8,unsupported,adjective,無支撐的 / 沒有支撐的 / 無人支持的 / 缺乏支持的 / 無證據支持的 / 站不住腳的 / 無證據支持的 / 站不住腳的 / 無人支持的 / 缺乏支持的
Week 8,volcanic,adjective,火山的 / 火山形成的 / 火山爆發的 / 火爆的 / 爆炸性的
Week 8,advocate,verb,提倡 / 主張 / 倡導 / 公開支持 / 提倡／倡導
Week 8,apprentice,noun,學徒 / 見習生 / 徒弟 / 見習人員
Week 8,arrogant,adjective,傲慢的 / 自大的 / 高傲的
Week 8,attain,verb,達到 / 達成 / 獲得 / 到達 / 實現 / 達成 / 達到 / 實現 / 到達 / 達到
Week 8,avoidable,adjective,可避免的 / 本可避免的
Week 8,beloved,adjective,深愛的 / 心愛的 / 摯愛的 / 心愛的人 / 愛人 / 摯愛
Week 8,build-up,noun,累積 / 增強 / 增長 / 鋪陳 / 醞釀 / 前奏
Week 9,certainty,noun,確定 / 確定性 / 把握 / 必然性
Week 9,characterization,noun,人物塑造 / 人物描寫 / 描寫 / 刻畫 / 描述方式
Week 9,civilize,verb,使文明化 / 教化 / 開化
Week 9,coherent,adjective,連貫的 / 條理清楚的 / 合乎邏輯的 / 清楚易懂的 / 神智清楚的
Week 9,combustible,adjective,易燃的 / 可燃的 / 容易動怒的 / 易爆發的
Week 9,commandment,noun,誡命 / 戒律 / 命令
Week 9,comparable,adjective,可比較的 / 可相比的 / 相似的 / 不相上下的 / 相似的／不相上下的
Week 9,compatible,adjective,相容的 / 相容 / 合得來的 / 合適的 / 配得上的 / 技術上相容 / 人或事物很合
Week 9,contradiction,noun,矛盾 / 前後不一致 / 相互牴觸 / 反駁 / 反面說法 / 相反說法
Week 9,cosmos,noun,宇宙 / 天地萬物
Week 9,criticism,noun,批評 / 指責 / 非議 / 評論 / 評析 / 評論 / 評析
Week 9,deficiency,noun,缺乏 / 不足 / 缺陷 / 缺失 / 能力缺陷 / 缺點
Week 9,dominance,noun,支配地位 / 主導地位 / 優勢 / 支配權 / 顯性
Week 10,elicit,verb,引出 / 引起 / 探出 / 誘出
Week 10,forebode,verb,預示 / 預感 / 預兆
Week 10,fundamentally,adverb,"基本上 / 根本上 / 本質上 / 從根本上 / 根本上, 本質上"
Week 10,gauntlet,noun,護手套 / 長手套 / 考驗 / 挑戰 / 護手套 / 長手套 / 考驗 / 挑戰
Week 10,goosebump,noun,雞皮疙瘩
Week 10,imperfect,adjective,不完美的 / 有缺陷的 / 不完整的 / 未完成過去式
Week 10,imperfection,noun,不完美 / 缺點 / 瑕疵 / 缺陷
Week 10,inherent,adjective,固有的 / 內在的 / 與生俱來的 / 本質上的 / 內在的 / 與生俱來的 / 固有的 / 本質上的
Week 10,inoculate,verb,接種 / 接種疫苗 / 打預防針 / 給…做預防注射 / 灌輸 / 使有免疫力 / 接種 / 接種疫苗 / 打預防針 / 灌輸 / 使有免疫力
Week 10,knowledgeably,adverb,很內行地 / 很懂行地 / 有見識地 / 老練地
Week 10,lifelong,adjective,終身的 / 一生的 / 畢生的
Week 10,magnificence,noun,壯麗 / 宏偉壯麗 / 輝煌 / 華麗
Week 11,mistrust,noun,不信任 / 猜疑 / 疑心 / 猜疑、疑心
Week 11,mould,noun,黴菌 / 霉斑 / 模具 / 模型 / 型 / 形狀 / 模式 / 框架
Week 11,mystic,adjective,神秘的 / 神秘主義的 / 靈性的 / 玄秘的 / 神秘主義者
Week 11,mysticism,noun,神祕主義 / 神秘思想 / 靈修神祕觀
Week 11,openness,noun,坦率 / 坦誠 / 開放性 / 開明 / 坦率／坦誠 / 開放性／開明態度
Week 11,oral,adjective,口頭的 / 口述的 / 口試的 / 口服的 / 口腔的 / 口頭的 / 口述的
Week 11,pernicious,adjective,有害的 / 極其有害的 / 惡性的 / 毒害性的
Week 11,persistently,adverb,持續地 / 堅持不懈地 / 不停地 / 老是
Week 11,philosophical,adjective,哲學的 / 達觀的 / 看得開的
Week 11,predetermine,verb,預先決定 / 事先決定 / 注定 / 早已決定 / 預先決定 / 事先決定
Week 11,prescription,noun,處方 / 藥方 / 處方箋 / 醫囑 / 規定 / 做法 / 慣例 / 處方 / 處方箋 / 醫囑 / 規定 / 做法 / 慣例
Week 11,profoundly,adverb,深深地 / 極深地 / 根本地 / 深刻地
Week 12,proponent,noun,支持者 / 擁護者 / 提倡者
Week 12,reliability,noun,可靠性 / 可信賴性 / 穩定性
Week 12,restructure,verb,重組 / 改組 / 重整 / 調整架構
Week 12,reverence,noun,崇敬 / 敬意 / 敬畏 / 敬禮 / 鞠躬致敬 / 崇敬、敬畏、敬意 / 敬禮、鞠躬致敬
Week 12,say-so,noun,許可 / 首肯 / 同意 / 個人意見 / 一句話 / 許可、首肯、同意 / 個人意見、說法
Week 12,scripture,noun,經文 / 聖典 / 經典 / 聖經 / 經文 / 聖典 / 經典
Week 12,self-confidence,noun,自信 / 自信心 / 信心
Week 12,subtlety,noun,微妙 / 細膩 / 微妙之處 / 細微之處 / 巧妙 / 微妙、細膩 / 微妙之處、細微之處
Week 12,successive,adjective,連續的 / 接連的 / 相繼的
Week 12,systematically,adverb,有系統地 / 系統性地 / 有條理地 / 按部就班地
Week 12,technological,adjective,科技的 / 技術上的 / 科技方面的
Week 12,theological,adjective,神學的 / 宗教教義上的 / 神學思想的
Week 13,uncommon,adjective,罕見的 / 不常見的 / 少見的 / 不尋常的
Week 13,unconventional,adjective,非傳統的 / 不循規蹈矩的 / 與眾不同的
Week 13,understate,verb,輕描淡寫 / 保守地說 / 淡化 / 說得太輕
Week 13,undesirable,adjective,不理想的 / 不受歡迎的 / 不想要的 / 不合意的 / 討厭的
Week 13,unreason,noun,非理性 / 無理性 / 不合理 / 荒唐的想法 / 愚昧 / 昏亂 / 非理性 / 無理性 / 荒唐的想法 / 不合理之處
Week 13,unreasonable,adjective,不合理的 / 不講理的 / 過分的 / 不切實際的 / 荒唐的 / 不合理的 / 不講理的
Week 13,witch-hunt,noun,獵巫行動 / 獵巫 / 政治迫害 / 政治清算 / 獵巫 / 搜捕女巫 / 獵巫行動 / 政治迫害
Week 13,zest,noun,熱情 / 興致 / 活力 / 柑橘皮 / 橙皮屑 / 檸檬皮屑 / 熱情 / 興致 / 活力
Week 13,amateur,noun,業餘者 / 業餘愛好者 / 業餘運動員 / 外行 / 外行、不專業的人
Week 13,arid,adjective,乾旱的 / 乾燥的 / 枯燥乏味的 / 乏味的 / 乾旱的、乾燥的 / 枯燥乏味的、乏味的
Week 13,canal,noun,運河 / 渠道 / 管道
Week 13,conservation,noun,保育 / 自然保育 / 保護 / 保存 / 節約 / 資源保育 / 保育／保護
Week 14,contrast,noun,對比 / 對照 / 反差 / 差異 / 對比、對照
Week 14,elysium,noun,樂土 / 極樂世界 / 天堂 / 理想境界
Week 14,fortification,noun,防禦工事 / 要塞工事 / 防禦設施 / 營養強化 / 強化添加
Week 14,geology,noun,地質學 / 地質
Week 14,highland,noun,高地 / 高原地區 / 山地 / 山區
Week 14,hillock,noun,小山丘 / 小丘 / 土丘
Week 14,incautious,adjective,不小心的 / 不謹慎的 / 輕率的 / 冒失的
Week 14,mare,noun,母馬 / 夢魘 / 惡夢、夢魘
Week 14,mariner,noun,水手 / 海員 / 航海者
Week 14,monumental,adjective,巨大的 / 重大的 / 極為重要的 / 紀念碑般的
Week 14,non-existent,adjective,不存在的 / 沒有的 / 幾乎沒有的
Week 14,pockmark,noun,痘疤 / 麻點 / 凹痕 / 使布滿凹痕／使坑坑疤疤
Week 15,prosaic,adjective,平淡無奇的 / 平凡乏味的 / 缺乏想像力的 / 散文的 / 平實的
Week 15,pyramidal,adjective,金字塔形的 / 金字塔狀的 / 金字塔式的
Week 15,self-discipline,noun,自律 / 自我紀律 / 自制力
Week 15,symmetrical,adjective,對稱的 / 左右對稱的 / 均衡對稱的
Week 15,symmetry,noun,對稱 / 對稱性 / 勻稱
Week 15,tabloid,noun,小報 / 通俗小報 / 聳動新聞作風 / 八卦媒體
Week 15,typically,adverb,通常 / 一般來說 / 典型地 / 一向
Week 15,unblinkingly,adverb,眼睛都不眨地 / 目不轉睛地 / 毫不畏縮地
Week 15,abduct,verb,綁架 / 拐走 / 擄走
Week 15,admonition,noun,告誡 / 警告 / 訓誡
Week 15,believable,adjective,可信的 / 令人信服的 / 逼真的 / 真實可信的
Week 15,essentially,adverb,基本上 / 其實說穿了 / 本質上 / 根本上 / 本質上／根本上
Week 16,etc,adverb,等等 / 諸如此類 / 之類的
Week 16,fraught,adjective,充滿…的 / 滿是…的 / 憂心忡忡的 / 緊張不安的 / 充滿…的 / 滿是…的 / 憂心忡忡的 / 緊張不安的
Week 16,hostility,noun,敵意 / 敵對 / 敵對行動 / 惡意 / 戰事
Week 16,hybrid,noun,混合體 / 混種 / 雜交品種 / 油電混合車 / 混合動力車
Week 16,misquote,verb,錯誤引用 / 引述錯誤 / 引用錯誤 / 斷章取義地引用
Week 16,noisily,adverb,吵鬧地 / 大聲地 / 喧鬧地 / 嘈雜地
Week 16,preoccupation,noun,全神貫注 / 專注 / 掛心的事 / 心事 / 關注的事 / 滿腦子都在想… / 執念 / 成見般的執著
Week 16,refrain,verb,克制 / 忍住 / 避免 / 節制 / 疊句 / 副歌反覆句
Week 16,sanity,noun,理智 / 神智正常 / 心智健全
Week 16,taskmaster,noun,監工 / 嚴厲的主管 / 苛刻的上司 / 嚴師
Week 16,unsure,adjective,不確定的 / 沒把握的 / 猶豫的
Week 16,abrupt,adjective,突然的 / 驟然的 / 唐突的 / 生硬的 / 突然的 / 驟然的 / 唐突的 / 生硬的
Week 17,absurdly,adverb,荒謬地 / 可笑地 / 離譜地
Week 17,appendix,noun,附錄 / 闌尾
Week 17,bureaucratic,adjective,官僚的 / 官僚作風的 / 繁文縟節的
Week 17,criterion,noun,標準 / 準則 / 判準 / 依據
Week 17,incompetence,noun,無能 / 能力不足 / 不稱職
Week 17,inevitable,adjective,不可避免的 / 無可避免的 / 必然的
Week 17,innocuous,adjective,無害的 / 無傷大雅的 / 不惹人反感的 / 平淡無奇的
Week 17,low-frequency,adjective,低頻的 / 低頻率的 / 不常發生的
Week 17,momentous,adjective,重大的 / 重要的 / 意義重大的 / 影響深遠的
Week 17,overfly,verb,飛越 / 飛過 / 飛臨上空
Week 17,plausible,adjective,貌似合理的 / 貌似可信的 / 看來有道理的 / 有可能的
Week 17,self-interest,noun,自身利益 / 私利 / 個人利益 / 自私 / 利己心
Week 17,spokesman,noun,發言人 / 代言人
Week 18,suppression,noun,壓制 / 鎮壓 / 抑制 / 查禁 / 扣押 / 隱匿
Week 18,tempo,noun,速度 / 拍子 / 節奏 / 步調
Week 18,unannounced,adjective,未事先通知的 / 未預先宣布的 / 突然來訪的 / 不請自來的
Week 18,understandably,adverb,可以理解地 / 可理解地 / 情有可原地 / 不難理解地
Week 18,voluminous,adjective,龐大的 / 大量的 / 篇幅很長的 / 寬鬆的 / 寬大的 / 蓬鬆的
Week 18,analyse,verb,分析 / 解析 / 做精神分析 / 剖析 / 分析 / 解析
Week 18,anomalous,adjective,異常的 / 反常的 / 不尋常的 / 異例的
Week 18,awhile,adverb,一會兒 / 片刻
Week 18,buff,adjective,健壯的 / 肌肉發達的 / 壯碩的 / 愛好者 / 迷
Week 18,census,noun,人口普查 / 普查 / 戶口普查
Week 18,credible,adjective,可信的 / 可靠的 / 有說服力的 / 真實可信的 / 很厲害的
Week 18,demean,verb,貶低 / 羞辱 / 侮辱 / 使失去尊嚴
Week 19,differential,adjective,差異的 / 差別的 / 有差別的 / 微分的 / 差速的
Week 19,endow,verb,賦予 / 天生賦有 / 給予 / 捐贈 / 資助設立基金 / 賦予／天生賦有 / 捐贈／提供基金
Week 19,fantasize,verb,幻想 / 空想 / 想入非非 / 性幻想
Week 19,hypnotic,adjective,催眠的 / 有催眠作用的 / 迷人的 / 令人著迷的 / 催眠的 / 有催眠作用的 / 迷人的 / 令人著迷的
Week 19,hypnotize,verb,催眠 / 使著迷 / 迷住
Week 19,lobe,noun,葉 / 耳垂
Week 19,molest,verb,騷擾 / 性騷擾 / 猥褻 / 性侵害
Week 19,nowadays,adverb,如今 / 現在 / 如今／現在這個時代 / 現今 / 現在這個時代
Week 19,psyche,noun,心靈 / 心理 / 精神 / 靈魂 / 自我
Week 19,psychological,adjective,心理的 / 心理上的 / 心理學的
Week 19,swiss,adjective,瑞士的 / 瑞士人的 / 瑞士風格的
Week 19,unheard,adjective,沒聽見的 / 沒被聽到的 / 沒聽過的 / 前所未聞的 / 沒聽見的 / 沒被聽到的
Week 20,visitation,noun,探訪 / 探視 / 會面權 / 探視權 / 巡視 / 視察 / 神蹟般的顯現 / 降臨 / 天譴 / 天罰 / 探訪 / 探視 / 巡視 / 視察 / 降臨 / 顯現 / 天譴
Week 20,adherence,noun,遵守 / 恪守 / 堅持 / 黏附 / 附著力
Week 20,benign,adjective,和善的 / 仁慈的 / 溫和的 / 無害的 / 良性的
Week 20,commerce,noun,商業 / 貿易 / 商務
Week 20,congregation,noun,會眾 / 教友們 / 信眾 / 聚集的人群 / 群眾
Week 20,contrive,verb,設法做到 / 想辦法 / 巧妙安排 / 策劃 / 圖謀
Week 20,defendant,noun,被告 / 被告人
Week 20,deficient,adjective,不足的 / 缺乏的 / 有缺陷的 / 不健全的 / 智能不足的 / 能力不足的
Week 20,demonic,adjective,惡魔般的 / 魔鬼似的 / 邪惡的 / 鬼魅般的
Week 20,effortlessly,adverb,毫不費力地 / 輕而易舉地 / 不費吹灰之力地
Week 20,explicitly,adverb,明確地 / 清楚地 / 直接地 / 明白地
Week 20,folklore,noun,民間傳說 / 民俗傳說 / 民間故事與習俗 / 民俗文化
Week 21,frightful,adjective,嚇人的 / 可怕的 / 糟透的 / 非常討厭的 / 嚇人的 / 可怕的 / 糟透的 / 非常討厭的
Week 21,garrotte,verb,勒死 / 絞殺 / 以繩索勒斃
Week 21,genital,noun,生殖器 / 性器官
Week 21,hairless,adjective,無毛的 / 沒有毛髮的 / 光禿禿的
Week 21,idiom,noun,慣用語 / 習語 / 片語 / 成語 / 語言風格 / 表達方式 / 慣用語 / 習語 / 語言風格 / 表達方式
Week 21,initiation,noun,開始 / 啟動 / 創始 / 入會儀式 / 入門儀式 / 啟蒙
Week 21,interpretation,noun,解釋 / 詮釋 / 理解 / 演繹 / 詮演 / 解釋 / 詮釋 / 理解 / 演繹 / 詮釋
Week 21,malign,verb,誹謗 / 中傷 / 污衊 / 惡性腫瘤 / 有害的／惡毒的
Week 21,metaphor,noun,隱喻 / 比喻
Week 21,old-time,adjective,舊時的 / 老派的 / 傳統的
Week 21,outshine,verb,比…更耀眼 / 勝過 / 使…相形失色
Week 21,poetic,adjective,詩的 / 詩歌的 / 富有詩意的 / 詩意的
Week 22,preach,verb,講道 / 傳道 / 說教 / 訓誡 / 說大道理 / 嘮叨地勸說
Week 22,predatory,adjective,掠食性的 / 捕食性的 / 掠奪性的 / 剝削性的 / 趁人之危的
Week 22,prevalent,adjective,普遍的 / 盛行的 / 流行的 / 常見的
Week 22,prophetic,adjective,預言性的 / 有預見性的 / 受神啟示的 / 先知性的 / 預言性的 / 有預見性的 / 受神啟示的 / 先知性的
Week 22,saint,noun,聖人 / 聖徒 / 聖者 / 大好人 / 菩薩心腸的人
Week 22,sect,noun,宗派 / 教派 / 派系
Week 22,sleeper,noun,睡著的人 / 睡覺的人 / 臥鋪車廂 / 臥鋪車 / 黑馬 / 爆冷門者 / 臥鋪車／臥鋪車廂 / 黑馬 / 爆冷門者
Week 22,soberly,adverb,冷靜地 / 沉著地 / 嚴肅地 / 樸素地
Week 22,supplication,noun,懇求 / 祈求 / 哀求 / 乞求
Week 22,tantalize,verb,逗得心癢癢 / 吊胃口 / 引誘得很想要 / 撩撥
Week 22,tribunal,noun,法庭 / 審裁處 / 裁判庭
Week 22,unfailing,adjective,始終如一的 / 可靠的 / 持續不減的 / 不懈的 / 始終如一的 / 可靠的 / 持續不減的 / 不懈的
Week 23,unlawful,adjective,非法的 / 不合法的 / 違法的
Week 23,widespread,adjective,廣泛的 / 普遍的 / 到處都是的 / 大規模的
Week 23,witch-burning,noun,燒女巫 / 火刑燒死女巫 / 對女巫的火刑迫害
Week 23,yoga,noun,瑜伽
Week 23,awestruck,adjective,敬畏的 / 驚嘆不已的 / 看得目瞪口呆的 / 肅然起敬的
Week 23,chortle,verb,咯咯笑 / 呵呵笑 / 咯咯地笑 / 咯咯笑著說 / 得意地笑著說
Week 23,civic,adjective,城市的 / 市政的 / 公民的 / 公共的 / 具公德心的 / 城市的／市政的 / 具公德心的／有公民意識的
Week 23,deference,noun,尊重 / 恭敬 / 恭順 / 禮讓 / 恭順 / 因敬重而順從
Week 23,facto,adjective,事實上的 / 實際上的
Week 23,hierarchy,noun,階層 / 等級制度 / 階級體系 / 層級關係
Week 23,indirectly,adverb,間接地 / 轉彎抹角地 / 委婉地 / 繞路地 / 間接造成 / 轉彎抹角地 / 委婉地
Week 23,indistinguishable,adjective,無法區分的 / 難以辨別的 / 分辨不出的
Week 24,miraculous,adjective,奇蹟般的 / 奇蹟的 / 不可思議的 / 神奇的
Week 24,peasant,noun,農民 / 佃農 / 農奴 / 粗俗的人 / 鄉巴佬
Week 24,persistence,noun,堅持 / 毅力 / 鍥而不捨的精神
Week 24,pilgrimage,noun,朝聖之旅 / 朝聖 / 聖地朝拜 / 朝拜之行 / 朝拜
Week 24,prestige,noun,聲望 / 威望 / 名望 / 聲譽 / 號召力 / 吸引力
Week 24,sorely,adverb,非常 / 極其 / 嚴重地 / 痛苦地 / 令人遺憾地 / 可惜地
Week 24,suffuse,verb,瀰漫 / 布滿 / 充滿 / 泛紅 / 染上…色彩
Week 24,therapeutic,adjective,治療的 / 有療效的 / 治療用的 / 療癒的 / 有助放鬆的
Week 24,therapist,noun,治療師 / 心理治療師 / 心理師 / 職能治療師 / 物理治療師 / 語言治療師
Week 24,willingness,noun,意願 / 願意 / 樂意 / 配合意願
Week 24,critically,adverb,至關重要地 / 關鍵地 / 嚴重地 / 病危地 / 批判地 / 批判性地 / 至關重要地／關鍵地 / 嚴重地／病危地 / 批判地／批判性地
Week 24,diploma,noun,文憑 / 畢業證書 / 證書
Week 25,disclosure,noun,揭露 / 披露 / 公開 / 申報資料 / 資訊揭露 / 揭露 / 披露
Week 25,enthusiast,noun,愛好者 / 熱衷者 / 迷
Week 25,fm,noun,調頻 / FM廣播 / 調頻廣播 / FM廣播 / 調頻廣播
Week 25,goodman,noun,古德曼 / 男主人 / 丈夫
Week 25,holocaust,noun,大屠殺 / 納粹大屠殺 / 浩劫 / 大毀滅 / 浩劫 / 大毀滅
Week 25,iceberg,noun,冰山 / 冰山一角 / 隱藏的部分
Week 25,ministration,noun,服侍 / 服事 / 照料 / 服務
Week 25,penal,adjective,刑罰的 / 刑事的 / 監獄的
Week 25,psychiatric,adjective,精神醫學的 / 精神科的 / 精神疾病治療的
Week 25,repress,verb,壓抑 / 抑制 / 克制 / 鎮壓 / 壓制 / 壓抑、抑制 / 鎮壓、壓制
Week 25,spectrum,noun,光譜 / 頻譜 / 範圍 / 譜系
Week 25,subculture,noun,次文化 / 次群體文化
Week 26,suggestive,adjective,暗示性的 / 引人聯想的 / 性暗示的 / 挑逗的
Week 26,theorize,verb,提出理論 / 推論 / 推測 / 做理論推演
Week 26,vehemently,adverb,激烈地 / 強烈地 / 憤慨地 / 斬釘截鐵地
Week 26,visualize,verb,想像 / 在腦海中描繪 / 設想 / 圖像化 / 視覺化 / 想像／在腦海中描繪 / 視覺化／圖像化
Week 26,architecture,noun,建築 / 建築學 / 建築設計 / 架構
Week 26,atomic,adjective,原子的 / 原子能的 / 核武的 / 原子彈的 / 核武的 / 原子彈
Week 26,attributable,adjective,可歸因於……的 / 可歸咎於……的 / 可追溯至……的
Week 26,burglar,noun,竊賊 / 小偷 / 入室竊賊 / 闖空門的小偷
Week 26,captivate,verb,迷住 / 使著迷 / 吸引住 / 使陶醉
Week 26,commodity,noun,商品 / 貨品 / 原物料 / 有用的東西 / 寶貴資源
Week 26,delusional,adjective,妄想的 / 有妄想症狀的 / 不切實際到近乎妄想的
Week 26,discredit,verb,使喪失信譽 / 敗壞名聲 / 使失去公信力 / 不相信 / 駁斥
Week 26,discrepancy,noun,差異 / 不一致 / 出入 / 誤差
